battery,cycle,capacity,soh,rul
B0005,1,1.8564874208181577,0.9282437104090788,1.0
B0005,2,1.846327249719927,0.9231636248599635,0.9919354838709677
B0005,3,1.8353491942234077,0.9176745971117038,0.9838709677419355
B0005,4,1.8352625275821128,0.9176312637910564,0.9758064516129032
B0005,5,1.834645508212042,0.917322754106021,0.967741935483871
B0005,6,1.8356616600675495,0.9178308300337747,0.9596774193548387
B0005,7,1.8351461429226603,0.9175730714613302,0.9516129032258065
B0005,8,1.8257567905665535,0.9128783952832767,0.9435483870967742
B0005,9,1.8247738529891333,0.9123869264945667,0.9354838709677419
B0005,10,1.824613268496936,0.912306634248468,0.9274193548387096
B0005,11,1.8246195526864504,0.9123097763432252,0.9193548387096774
B0005,12,1.8142019357673915,0.9071009678836958,0.9112903225806451
B0005,13,1.8137521577549056,0.9068760788774528,0.9032258064516129
B0005,14,1.8134404914735824,0.9067202457367912,0.8951612903225806
B0005,15,1.8025980036306504,0.9012990018153252,0.8870967741935484
B0005,16,1.80210690024615,0.901053450123075,0.8790322580645161
B0005,17,1.802579500826209,0.9012897504131046,0.8709677419354839
B0005,18,1.8030683142834096,0.9015341571417048,0.8629032258064516
B0005,19,1.802777624719604,0.901388812359802,0.8548387096774194
B0005,20,1.8470259949329193,0.9235129974664597,0.8467741935483871
B0005,21,1.847417311283644,0.923708655641822,0.8387096774193549
B0005,22,1.8361774213478947,0.9180887106739474,0.8306451612903226
B0005,23,1.825780747577624,0.912890373788812,0.8225806451612904
B0005,24,1.8251136435078368,0.9125568217539184,0.8145161290322581
B0005,25,1.825581504220376,0.912790752110188,0.8064516129032258
B0005,26,1.814031127508391,0.9070155637541955,0.7983870967741935
B0005,27,1.814769194115894,0.907384597057947,0.7903225806451613
B0005,28,1.813969388710352,0.906984694355176,0.782258064516129
B0005,29,1.802765665167823,0.9013828325839115,0.7741935483870968
B0005,30,1.804077040117352,0.902038520058676,0.7661290322580645
B0005,31,1.8518025516704488,0.9259012758352244,0.7580645161290323
B0005,32,1.8307038456739428,0.9153519228369714,0.75
B0005,33,1.8199041089501269,0.9099520544750634,0.7419354838709677
B0005,34,1.8093079637028515,0.9046539818514258,0.7338709677419355
B0005,35,1.80460990458052,0.90230495229026,0.7258064516129032
B0005,36,1.7993770651972192,0.8996885325986096,0.717741935483871
B0005,37,1.7884432335370462,0.8942216167685231,0.7096774193548387
B0005,38,1.7829230484252725,0.8914615242126362,0.7016129032258065
B0005,39,1.7730337158018288,0.8865168579009144,0.6935483870967742
B0005,40,1.773037755078937,0.8865188775394685,0.6854838709677419
B0005,41,1.7678721106662054,0.8839360553331027,0.6774193548387096
B0005,42,1.762315070409309,0.8811575352046545,0.6693548387096774
B0005,43,1.7676172924938447,0.8838086462469223,0.6612903225806451
B0005,44,1.762668359743147,0.8813341798715735,0.6532258064516129
B0005,45,1.7517304870664143,0.8758652435332072,0.6451612903225806
B0005,46,1.7418496047960008,0.8709248023980004,0.6370967741935484
B0005,47,1.7360913511847138,0.8680456755923569,0.6290322580645161
B0005,48,1.7936240148573608,0.8968120074286804,0.6209677419354839
B0005,49,1.7831890223273277,0.8915945111636638,0.6129032258064516
B0005,50,1.7673642076278957,0.8836821038139479,0.6048387096774194
B0005,51,1.7570177850353066,0.8785088925176533,0.5967741935483871
B0005,52,1.7468706179837907,0.8734353089918954,0.5887096774193549
B0005,53,1.7417172507457144,0.8708586253728572,0.5806451612903226
B0005,54,1.7364225056478186,0.8682112528239093,0.5725806451612904
B0005,55,1.7263217239235826,0.8631608619617913,0.5645161290322581
B0005,56,1.7158065389330133,0.8579032694665066,0.5564516129032258
B0005,57,1.710533351135192,0.855266675567596,0.5483870967741935
B0005,58,1.706014499648521,0.8530072498242605,0.5403225806451613
B0005,59,1.7003110272642588,0.8501555136321294,0.532258064516129
B0005,60,1.6945798601797897,0.8472899300898948,0.5241935483870968
B0005,61,1.6849029086609286,0.8424514543304643,0.5161290322580645
B0005,62,1.6744741591159715,0.8372370795579858,0.5080645161290323
B0005,63,1.6745692479879102,0.8372846239939551,0.5
B0005,64,1.663716375981405,0.8318581879907025,0.49193548387096775
B0005,65,1.659013868748246,0.829506934374123,0.4838709677419355
B0005,66,1.6538540573335014,0.8269270286667507,0.47580645161290325
B0005,67,1.642653782130131,0.8213268910650655,0.46774193548387094
B0005,68,1.6378578430223698,0.8189289215111849,0.4596774193548387
B0005,69,1.6327350407099108,0.8163675203549554,0.45161290322580644
B0005,70,1.6277528915533617,0.8138764457766808,0.4435483870967742
